entity_id,period_day,booked_revenue,orders,margin_pct,quality_score,lead_time_days,risk_score
SKU023,13,2313.03,3.2,0.368,78.0,29,81.1
SKU023,14,2390.58,1.9,0.402,74.1,28,61.1
SKU023,15,3516.73,3.4,0.375,71.8,30,60.5
SKU023,16,3761.69,2.2,0.39,80.4,28,64.1
SKU023,17,3372.68,3.0,0.389,72.2,30,70.6
SKU023,18,2785.29,2.9,0.389,78.2,33,60.2
SKU023,19,3156.44,2.7,0.382,77.9,26,71.3
SKU023,20,2633.86,1.4,0.402,80.1,33,60.6
SKU023,21,4037.19,1.7,0.363,76.4,34,80.0
SKU023,22,3689.85,0.6,0.399,71.8,34,83.2
SKU023,23,4002.28,3.0,0.37,71.0,34,84.9
SKU023,24,3834.36,1.4,0.415,70.9,29,71.3
SKU023,25,2420.54,1.5,0.383,73.4,31,72.8
SKU023,26,3535.06,1.0,0.415,80.1,27,84.4
SKU023,27,2297.84,1.1,0.391,72.1,29,85.2
SKU023,28,4237.18,0.9,0.373,77.1,31,79.3
SKU023,29,4490.9,3.6,0.364,78.5,32,63.4
SKU023,30,3503.59,1.2,0.399,76.5,28,81.0
SKU023,31,2341.77,0.6,0.395,78.1,30,73.0
SKU023,32,4103.57,1.9,0.384,80.6,31,86.1
SKU023,33,2393.0,3.4,0.371,73.0,31,74.4
SKU023,34,4570.42,1.6,0.397,77.7,32,78.9
SKU023,35,2011.95,1.9,0.42,70.8,27,68.2
SKU023,36,4491.29,3.6,0.366,75.0,31,61.1
SKU023,37,4367.76,2.8,0.395,75.4,31,70.8
SKU023,38,3240.19,1.8,0.366,70.3,31,72.1
SKU023,39,3495.94,0.7,0.384,80.8,33,70.8
SKU023,40,4075.2,2.8,0.401,70.3,30,77.1
SKU023,41,2053.4,2.8,0.406,79.6,32,69.6
SKU023,42,2029.0,2.5,0.401,76.5,35,66.7
SKU023,43,2074.36,0.7,0.395,77.2,32,76.5
SKU023,44,3389.03,1.0,0.38,73.3,31,78.3
SKU023,45,3916.5,0.6,0.379,74.6,29,71.8
SKU023,46,2559.85,1.7,0.388,76.7,29,63.6
SKU023,47,3448.24,1.1,0.358,75.7,34,74.8
SKU023,48,2643.13,2.1,0.354,77.7,27,78.4
SKU023,49,1946.67,1.0,0.368,72.8,28,80.5
SKU023,50,3317.04,3.2,0.363,77.4,29,84.6
SKU023,51,2612.62,1.3,0.389,71.1,34,63.7
SKU023,52,2332.28,2.7,0.386,70.3,32,74.1
SKU023,53,2220.02,2.3,0.389,75.8,36,61.3
SKU023,54,4115.93,3.6,0.366,80.3,29,76.1
SKU023,55,3024.86,1.4,0.382,70.7,25,83.9
SKU023,56,3791.42,1.4,0.415,71.8,27,62.8
SKU023,57,2838.1,1.3,0.398,75.5,24,66.5
SKU023,58,2553.53,2.6,0.346,75.0,34,68.9
SKU023,59,2271.22,2.0,0.409,72.6,31,77.6
SKU023,60,2063.24,3.4,0.377,71.8,35,75.3
SKU023,61,3614.37,3.7,0.384,72.0,29,71.1
SKU023,62,3778.68,1.3,0.397,81.0,29,75.1
SKU023,63,2378.63,0.7,0.394,79.9,25,76.2
SKU023,64,3693.23,3.5,0.395,70.3,25,86.8
SKU023,65,2145.93,2.4,0.395,80.6,28,62.9
SKU023,66,3629.19,3.0,0.383,71.8,29,60.4
SKU023,67,3620.04,1.9,0.381,75.4,29,70.0
SKU023,68,3130.27,3.7,0.394,80.4,29,64.9
SKU023,69,2478.28,3.2,0.396,77.3,33,68.0
SKU023,70,2092.64,2.7,0.379,71.7,30,68.2
SKU023,71,3352.85,1.8,0.382,71.1,28,80.8
SKU023,72,2561.75,1.9,0.371,73.0,32,65.4
SKU023,73,3576.51,1.0,0.384,77.1,30,64.9
SKU023,74,1763.33,2.1,0.416,78.8,33,75.3
SKU023,75,2886.29,2.6,0.376,81.9,28,60.9
SKU023,76,2972.1,2.8,0.397,78.6,28,59.8
SKU023,77,2218.6,3.7,0.403,74.4,35,78.4
SKU023,78,2727.34,3.1,0.382,72.4,31,62.7
SKU023,79,1674.25,1.7,0.4,73.7,30,68.7
SKU023,80,3162.1,1.4,0.381,76.6,29,85.0
SKU023,81,1651.15,0.7,0.368,78.5,27,73.1
SKU023,82,2230.37,2.7,0.393,79.0,28,63.8
SKU023,83,2123.23,1.9,0.39,78.9,31,62.6
SKU023,84,2657.24,2.2,0.366,70.1,31,75.2
SKU023,85,1739.19,1.3,0.389,75.9,31,79.6
SKU023,86,3539.16,2.3,0.392,81.5,29,86.1
SKU023,87,1688.41,2.2,0.393,71.6,29,69.7
SKU023,88,2812.33,2.7,0.408,77.9,38,80.2
SKU023,89,2469.62,2.4,0.39,80.0,31,68.6
SKU023,90,1787.54,2.0,0.386,73.0,32,61.6
SKU023,91,3275.06,1.3,0.385,80.1,32,76.4
SKU023,92,2908.23,3.1,0.395,77.5,29,59.5
SKU023,93,3254.13,1.7,0.406,80.2,29,69.3
SKU023,94,3005.6,1.0,0.374,76.4,30,79.4
SKU023,95,2412.14,1.3,0.366,81.8,30,82.8
SKU023,96,1850.75,2.5,0.393,76.9,30,72.1
SKU023,97,1886.99,2.6,0.404,80.2,30,65.7
SKU023,98,3038.83,3.1,0.397,70.7,33,67.9
SKU023,99,2449.37,1.7,0.397,75.4,29,81.7
SKU023,100,3448.84,3.0,0.404,81.4,29,80.6
SKU023,101,2571.38,2.4,0.401,73.8,35,59.6
SKU023,102,3046.01,2.2,0.394,81.0,29,71.7
SKU023,103,3199.49,1.8,0.394,79.4,31,81.2
SKU023,104,2448.4,0.6,0.365,76.6,34,73.6
SKU023,105,3051.66,0.7,0.395,80.1,27,63.1
SKU023,106,3633.07,1.3,0.37,73.8,31,60.1
SKU023,107,3046.02,2.1,0.385,81.1,33,60.8
SKU023,108,2704.53,2.1,0.363,81.4,29,79.9
SKU023,109,1922.25,2.6,0.378,75.4,32,66.0
SKU023,110,2567.28,1.5,0.38,76.5,33,61.7
SKU023,111,4023.63,1.2,0.395,73.9,27,70.1
SKU023,112,2083.2,3.0,0.39,73.7,34,78.8
SKU023,113,3081.31,2.2,0.42,77.4,29,83.0
SKU023,114,2395.06,3.0,0.377,71.4,29,68.0
SKU023,115,2275.01,2.4,0.421,75.9,27,64.7
SKU023,116,2948.96,2.6,0.369,74.7,32,86.3
SKU023,117,3982.76,2.5,0.398,71.3,28,74.1
SKU023,118,2053.48,2.1,0.409,73.5,27,70.5
SKU023,119,3292.53,3.4,0.386,77.7,24,64.6
SKU023,120,3103.46,1.4,0.349,73.6,28,63.1
SKU023,121,2955.38,1.7,0.398,72.5,26,69.8
SKU023,122,2997.41,0.8,0.385,74.3,30,85.4
SKU023,123,2015.46,3.4,0.405,76.0,30,76.0
SKU023,124,2744.57,2.7,0.42,70.4,32,76.1
SKU023,125,3229.35,1.9,0.394,78.9,29,77.3
SKU023,126,2531.05,2.6,0.392,74.1,27,71.7
SKU023,127,4442.51,1.6,0.396,75.8,34,86.6
SKU023,128,3963.89,3.3,0.391,73.9,38,62.9
SKU023,129,3687.96,1.8,0.398,75.7,30,80.0
SKU023,130,3527.68,2.4,0.385,80.5,32,67.0
SKU023,131,3820.94,0.9,0.411,74.0,29,64.3
SKU023,132,3461.73,1.6,0.406,70.8,24,83.4
SKU023,133,3649.35,2.3,0.4,77.4,29,63.4
SKU023,134,4557.08,3.3,0.373,77.1,34,61.9
SKU023,135,2109.72,1.9,0.371,77.7,34,63.4
SKU023,136,2854.1,0.9,0.414,80.6,27,62.9
SKU023,137,2724.38,3.3,0.374,74.1,23,75.1
SKU023,138,4533.15,3.6,0.389,78.6,25,66.6
SKU023,139,3223.03,1.5,0.429,74.7,26,78.2
SKU023,140,3656.16,3.0,0.368,77.9,35,63.0
SKU023,141,4303.32,0.8,0.402,75.3,30,68.4
SKU023,142,3306.23,1.8,0.366,81.3,31,59.6
SKU023,143,3990.68,1.8,0.407,80.8,29,61.5
SKU023,144,3825.2,1.6,0.399,75.4,34,62.0
SKU023,145,3088.34,1.4,0.378,74.1,31,61.4
SKU023,146,3955.57,1.8,0.44,72.5,35,83.4
SKU023,147,3595.39,3.6,0.395,75.1,31,66.3
SKU023,148,2897.98,1.9,0.374,74.8,28,81.7
SKU023,149,2411.02,2.2,0.4,71.3,24,80.5
SKU023,150,2441.3,1.4,0.383,81.1,28,73.9
SKU023,151,2108.41,1.7,0.398,78.0,38,73.6
SKU023,152,3810.18,2.0,0.386,76.2,31,85.5
SKU023,153,2647.12,2.1,0.372,70.6,33,62.8
SKU023,154,3035.85,3.6,0.381,75.8,29,76.3
SKU023,155,2310.37,1.6,0.394,72.5,29,60.4
SKU023,156,2670.74,2.2,0.411,76.6,33,67.5
SKU023,157,4157.06,3.3,0.417,77.0,28,66.0
SKU023,158,3524.68,3.1,0.404,71.0,32,65.3
SKU023,159,3843.87,0.6,0.396,71.3,33,61.0
SKU023,160,2400.09,1.4,0.38,70.8,34,65.3
SKU023,161,2923.21,3.1,0.389,74.1,29,61.9
SKU023,162,2179.36,0.8,0.413,72.6,34,67.6
SKU023,163,2383.69,2.2,0.412,72.3,30,79.4
SKU023,164,4048.2,2.5,0.357,77.2,34,80.3
SKU023,165,2599.56,1.9,0.398,75.6,32,71.7
SKU023,166,3532.48,0.9,0.372,74.3,30,68.3
SKU023,167,3669.4,3.2,0.419,70.5,34,78.5
SKU023,168,4094.06,2.3,0.406,73.2,30,82.3
SKU023,169,3596.97,3.6,0.395,80.0,34,72.9
SKU023,170,3662.3,3.6,0.392,72.7,29,69.8
SKU023,171,2453.34,1.1,0.404,81.6,34,85.9
SKU023,172,3824.96,1.7,0.364,78.3,35,79.2
SKU023,173,3219.53,2.2,0.375,71.6,30,68.9
SKU023,174,2096.15,1.7,0.391,78.5,32,82.5
SKU023,175,3722.87,2.4,0.385,80.7,26,82.2
SKU023,176,2215.05,2.3,0.419,74.4,26,81.0
SKU023,177,3478.45,3.0,0.363,70.0,25,81.7
SKU023,178,2213.94,3.2,0.443,74.0,31,60.4
SKU023,179,2622.69,3.3,0.402,71.8,30,83.5
SKU023,180,3452.56,0.7,0.357,76.6,32,83.3
SKU024,1,2505.39,3.6,0.435,80.3,21,35.7
SKU024,2,2842.24,3.1,0.399,86.5,23,44.0
SKU024,3,1446.8,4.9,0.397,86.3,24,44.2
SKU024,4,1404.82,6.5,0.393,77.4,27,46.3
SKU024,5,1347.21,4.4,0.401,82.6,28,47.7
SKU024,6,2954.02,4.8,0.404,83.9,26,46.4
SKU024,7,2240.4,3.4,0.393,87.6,27,46.2
SKU024,8,2205.82,1.5,0.415,78.5,27,51.3
SKU024,9,2468.35,6.0,0.401,77.7,28,49.5
SKU024,10,1544.52,3.1,0.439,78.7,25,50.7
SKU024,11,2971.36,7.5,0.424,77.5,27,37.6
SKU024,12,2209.99,3.0,0.446,81.1,22,39.4
SKU024,13,2286.05,6.4,0.386,77.0,27,46.5
SKU024,14,2824.01,1.5,0.432,84.6,31,43.4
SKU024,15,2184.79,6.1,0.434,84.1,22,44.4
SKU024,16,2798.7,5.6,0.445,85.0,31,43.3
SKU024,17,1728.69,2.4,0.461,78.4,29,46.4
SKU024,18,1555.32,4.4,0.419,86.4,26,51.8
SKU024,19,1687.99,5.5,0.409,87.5,30,48.8
SKU024,20,2766.77,4.0,0.416,87.8,25,48.5
SKU024,21,2860.0,5.1,0.42,81.7,28,40.6
SKU024,22,2730.65,2.4,0.405,77.3,31,42.3
SKU024,23,1896.49,5.8,0.421,87.6,32,43.8
SKU024,24,2685.93,2.8,0.437,76.8,26,48.0
SKU024,25,3150.8,4.0,0.435,82.7,28,44.1
SKU024,26,1911.95,6.2,0.399,85.0,24,38.2
SKU024,27,1636.21,2.0,0.43,78.5,26,47.2
SKU024,28,2220.28,4.4,0.442,84.3,25,49.7
SKU024,29,2241.15,7.3,0.444,78.0,25,49.7
SKU024,30,3017.17,5.0,0.424,77.0,23,37.7
SKU024,31,3131.03,3.8,0.417,81.1,22,42.5
SKU024,32,3184.65,1.3,0.415,87.3,23,36.8
SKU024,33,2800.06,4.8,0.406,81.2,26,48.9
SKU024,34,2527.85,5.0,0.428,82.6,27,42.5
SKU024,35,1903.47,5.4,0.386,77.4,25,42.5
SKU024,36,2460.12,6.0,0.425,78.0,25,41.8
SKU024,37,1575.74,5.5,0.375,81.4,21,47.5
SKU024,38,1811.94,7.0,0.414,82.8,29,45.8
SKU024,39,2245.97,4.4,0.417,78.8,25,39.0
SKU024,40,3045.39,5.9,0.421,80.9,20,39.4
SKU024,41,2473.78,1.2,0.422,79.1,28,42.0
SKU024,42,1546.87,1.9,0.391,80.8,31,51.7
SKU024,43,1454.26,6.1,0.41,75.9,28,38.1
SKU024,44,2078.75,1.4,0.427,80.5,26,47.5
SKU024,45,3051.95,6.4,0.428,84.7,25,52.0
SKU024,46,1801.52,1.3,0.427,81.6,25,38.8
SKU024,47,2290.4,7.7,0.435,83.4,21,43.1
SKU024,48,1597.93,5.7,0.401,84.3,27,40.6
SKU024,49,1786.84,2.5,0.417,86.3,30,39.4
SKU024,50,2875.75,2.4,0.45,82.0,31,39.8
SKU024,51,1962.57,1.6,0.434,78.9,30,39.2
SKU024,52,2494.45,4.0,0.427,84.4,25,47.3
SKU024,53,2635.23,4.5,0.415,82.4,30,48.1
SKU024,54,2504.6,7.6,0.441,82.6,22,46.4
SKU024,55,1667.13,3.0,0.429,78.2,33,44.8
SKU024,56,1738.58,6.7,0.404,75.9,30,40.7
SKU024,57,2854.06,4.7,0.408,84.3,30,38.2
SKU024,58,2900.4,3.7,0.444,82.9,27,47.3
SKU024,59,2231.84,4.7,0.439,76.5,29,47.0
SKU024,60,2763.46,3.7,0.419,84.1,25,41.0
SKU024,61,2464.26,7.6,0.439,81.5,27,49.4
SKU024,62,2538.44,7.3,0.422,78.7,27,37.0
SKU024,63,1944.19,3.8,0.406,76.6,29,44.0
SKU024,64,2480.3,4.8,0.421,87.5,29,40.9
SKU024,65,2581.86,6.9,0.407,80.8,28,39.2
SKU024,66,1301.16,1.5,0.394,79.9,30,46.5
SKU024,67,1490.15,2.3,0.393,80.6,25,46.9
SKU024,68,1671.45,2.5,0.413,82.0,24,49.0
SKU024,69,2567.21,5.1,0.43,83.9,28,42.4
SKU024,70,2361.67,4.8,0.402,78.9,26,47.3
SKU024,71,2117.77,7.5,0.422,81.8,28,48.2
SKU024,72,1605.23,2.8,0.422,76.6,28,38.9
SKU024,73,2104.57,7.5,0.404,78.8,28,51.5
SKU024,74,1558.69,2.7,0.385,82.7,30,36.9
SKU024,75,1920.79,5.1,0.433,82.2,21,44.4
SKU024,76,1743.19,3.3,0.4,82.7,28,39.1
SKU024,77,1622.45,6.0,0.442,87.6,25,48.9
SKU024,78,1958.4,5.1,0.396,83.9,29,37.2
SKU024,79,1472.16,7.5,0.424,84.5,30,39.2
SKU024,80,2076.85,7.4,0.424,83.9,22,45.7
SKU024,81,2556.88,3.0,0.409,87.1,24,50.1
SKU024,82,1905.16,1.4,0.437,78.8,25,41.6
SKU024,83,2260.69,7.5,0.432,84.6,28,49.8
SKU024,84,2542.11,2.9,0.427,87.2,24,40.2
SKU024,85,1609.25,7.6,0.41,77.4,27,41.8
SKU024,86,2450.4,6.4,0.443,81.3,23,50.0
SKU024,87,1993.03,2.1,0.447,76.7,28,43.6
SKU024,88,2532.14,7.6,0.419,85.8,26,48.8
SKU024,89,2219.73,6.0,0.461,77.5,27,36.3
SKU024,90,2418.53,7.0,0.431,80.7,27,38.4
SKU024,91,2613.02,7.5,0.442,78.5,23,45.7
SKU024,92,1164.76,7.5,0.44,85.5,25,44.1
SKU024,93,2595.7,6.5,0.45,86.3,26,50.8
SKU024,94,1557.72,7.2,0.393,83.6,27,49.5
SKU024,95,1651.06,6.6,0.46,85.0,23,44.8
SKU024,96,2384.76,5.3,0.426,84.8,31,40.7
SKU024,97,2200.98,7.5,0.416,83.4,28,42.3
SKU024,98,1361.23,5.7,0.404,76.8,32,43.7
SKU024,99,1420.2,3.1,0.41,87.1,27,51.5
SKU024,100,2057.26,3.9,0.448,76.1,32,42.6
SKU024,101,2602.19,2.7,0.402,78.5,22,38.2
SKU024,102,2127.82,5.8,0.412,75.8,21,50.5
SKU024,103,1423.42,6.7,0.437,80.6,26,45.9
SKU024,104,2353.44,4.3,0.435,76.1,24,39.9
SKU024,105,1251.32,6.2,0.442,79.1,31,41.9
SKU024,106,2127.34,1.6,0.41,87.3,25,47.3
SKU024,107,1782.71,5.6,0.43,77.9,29,44.7
SKU024,108,1393.63,1.8,0.409,76.8,20,48.6
SKU024,109,1642.26,4.1,0.464,76.1,22,49.2
SKU024,110,2727.96,1.6,0.419,76.3,26,42.3
SKU024,111,2335.35,1.2,0.41,80.8,27,49.0
SKU024,112,1642.61,1.5,0.454,78.7,23,47.4
SKU024,113,1929.61,5.8,0.419,79.0,29,47.2
SKU024,114,1974.28,1.5,0.433,87.3,24,51.2
SKU024,115,1624.44,3.4,0.385,85.1,24,38.2
SKU024,116,2195.25,3.7,0.411,81.1,29,46.9
SKU024,117,2040.41,4.1,0.428,78.0,28,49.9
SKU024,118,1502.07,2.7,0.413,81.8,24,51.7
SKU024,119,2973.06,7.5,0.399,76.7,33,40.0
SKU024,120,2785.54,2.0,0.431,79.8,30,51.2
SKU024,121,2857.18,3.0,0.419,83.4,33,37.5
SKU024,122,2643.91,2.1,0.397,81.0,22,50.3
SKU024,123,2397.4,3.1,0.415,83.5,32,39.9
SKU024,124,2084.24,6.7,0.423,83.8,30,45.2
SKU024,125,1785.21,6.5,0.416,82.5,32,40.7
SKU024,126,2939.68,5.6,0.439,86.9,25,50.0
SKU024,127,1754.03,2.9,0.439,75.9,27,35.8
SKU024,128,1454.86,1.2,0.412,76.4,28,44.7
SKU024,129,3226.78,3.2,0.417,82.0,29,38.3
SKU024,130,1814.84,6.1,0.426,82.1,28,47.5
SKU024,131,2251.4,3.8,0.418,80.4,21,50.4
SKU024,132,2787.09,2.7,0.431,86.6,26,46.8
SKU024,133,1547.04,4.3,0.423,76.1,28,37.0
SKU024,134,2849.91,6.0,0.452,79.6,29,36.9
SKU024,135,2451.48,4.0,0.435,84.4,32,49.4
SKU024,136,3243.55,1.6,0.425,85.8,31,38.6
SKU024,137,2864.75,4.3,0.435,76.6,27,46.7
SKU024,138,3132.02,2.1,0.395,86.1,28,45.2
SKU024,139,2421.18,4.0,0.423,76.1,28,47.1
SKU024,140,1671.81,4.8,0.434,85.7,24,37.4
SKU024,141,2847.92,6.6,0.412,82.8,26,41.1
SKU024,142,2128.01,5.4,0.446,79.5,30,36.6
SKU024,143,3078.85,5.1,0.408,82.3,26,52.0
SKU024,144,2329.02,5.9,0.4,86.1,28,46.9
SKU024,145,2128.16,4.4,0.41,80.5,27,40.8
SKU024,146,2333.57,7.6,0.429,85.5,28,35.9
SKU024,147,2539.0,3.4,0.447,86.2,28,36.0
SKU024,148,2798.11,5.2,0.417,84.8,30,46.9
SKU024,149,2562.99,5.3,0.435,81.4,25,51.5
SKU024,150,1688.5,6.1,0.414,79.8,23,38.3
SKU024,151,3124.87,6.8,0.443,80.4,22,38.0
SKU024,152,1818.6,3.8,0.409,86.1,31,45.6
SKU024,153,2133.43,5.4,0.423,84.5,27,46.2
SKU024,154,2189.87,6.7,0.417,78.2,27,40.4
SKU024,155,2955.19,7.2,0.413,76.6,28,38.5
SKU024,156,1642.19,6.4,0.426,80.5,31,41.8
SKU024,157,2525.41,3.3,0.434,77.6,34,48.1
SKU024,158,2648.72,5.0,0.415,81.5,23,48.0
SKU024,159,2869.59,1.4,0.43,78.3,21,36.0
SKU024,160,2532.72,2.5,0.445,85.2,29,35.8
SKU024,161,2632.05,3.1,0.415,87.6,25,41.5
SKU024,162,1558.99,1.3,0.408,85.5,24,35.9
SKU024,163,1932.05,4.5,0.453,82.4,31,36.1
SKU024,164,2395.49,5.9,0.423,87.7,31,40.2
SKU024,165,2676.72,6.7,0.42,87.7,25,46.1
SKU024,166,1977.76,2.8,0.42,85.3,23,45.5
SKU024,167,2793.15,4.5,0.451,86.5,27,36.3
SKU024,168,2588.67,1.5,0.429,86.6,31,51.8
SKU024,169,1466.31,6.4,0.403,84.6,28,48.3
SKU024,170,1505.71,5.8,0.419,87.3,28,49.8
SKU024,171,2057.78,7.3,0.404,82.2,26,37.3
SKU024,172,2797.02,1.2,0.456,78.7,24,41.0
SKU024,173,1368.39,2.7,0.428,79.6,27,47.0
SKU024,174,2828.39,3.8,0.434,81.5,28,44.7
SKU024,175,1899.63,3.7,0.404,82.6,26,51.1
SKU024,176,1766.95,5.6,0.431,78.0,30,37.1
SKU024,177,2614.24,3.7,0.406,77.3,24,49.1
SKU024,178,1485.6,4.0,0.419,76.0,26,43.9
SKU024,179,1657.28,5.3,0.404,79.7,28,52.0
SKU024,180,2390.02,2.6,0.436,82.0,26,39.0
SKU025,1,1541.88,3.2,0.394,73.3,32,64.0
SKU025,2,1631.57,1.9,0.406,79.3,29,59.7
SKU025,3,916.21,3.6,0.403,75.1,27,52.5
SKU025,4,1941.18,0.9,0.401,75.9,25,64.7
SKU025,5,1057.51,3.3,0.412,74.5,32,64.0
SKU025,6,1015.18,4.8,0.375,72.0,29,59.9
SKU025,7,1905.82,1.8,0.392,78.4,41,55.9
SKU025,8,1882.94,2.8,0.398,79.0,30,67.9
SKU025,9,1605.55,3.7,0.413,73.7,38,62.1
SKU025,10,1467.15,3.6,0.406,76.3,24,69.4
SKU025,11,1847.95,2.4,0.416,79.6,33,54.9
SKU025,12,1201.26,2.3,0.424,72.9,31,52.9
SKU025,13,1970.26,2.1,0.388,73.5,33,71.4
SKU025,14,2042.57,1.7,0.417,74.3,27,66.8
SKU025,15,1817.46,2.9,0.4,72.9,27,65.3
SKU025,16,2008.46,0.8,0.385,80.0,30,63.4
SKU025,17,1313.64,3.8,0.402,72.0,33,57.5
SKU025,18,2083.86,4.6,0.445,74.4,31,61.5
SKU025,19,1419.46,3.5,0.443,77.6,29,64.3
SKU025,20,971.89,3.0,0.388,77.3,36,58.5
SKU025,21,1001.87,3.8,0.413,72.3,25,75.7
SKU025,22,984.31,1.1,0.399,70.3,30,59.8
SKU025,23,1921.92,2.1,0.381,78.7,32,68.5
SKU025,24,1818.42,1.0,0.41,74.3,30,75.9
SKU025,25,1503.17,1.9,0.413,73.3,32,67.3
SKU025,26,1830.47,3.5,0.41,73.4,27,53.8
SKU025,27,1089.45,1.9,0.39,73.9,31,61.7
SKU025,28,2153.15,3.7,0.383,79.4,34,67.5
SKU025,29,1241.18,1.1,0.396,78.4,28,75.3
SKU025,30,1159.91,4.4,0.395,69.9,36,63.6
SKU025,31,1232.02,1.1,0.403,72.6,36,65.6
SKU025,32,1796.35,2.7,0.425,73.2,26,76.0
SKU025,33,1839.54,3.5,0.427,76.2,36,73.5
SKU025,34,1203.98,4.1,0.411,72.0,28,58.5
SKU025,35,1706.79,1.4,0.427,76.6,32,69.3
SKU025,36,1278.78,1.5,0.422,78.9,26,73.9
SKU025,37,1090.81,3.7,0.406,70.6,33,71.4
SKU025,38,1676.24,1.1,0.391,75.7,29,60.4
SKU025,39,983.57,2.7,0.42,69.7,26,59.8
SKU025,40,1788.18,2.8,0.394,72.4,31,69.2
SKU025,41,1636.8,4.6,0.394,73.6,30,53.3
SKU025,42,1382.22,1.8,0.407,76.3,28,68.8
SKU025,43,1466.18,4.3,0.407,72.7,33,59.9
SKU025,44,1268.93,1.2,0.424,70.6,31,70.6
SKU025,45,1420.78,1.4,0.401,71.3,34,53.5
SKU025,46,1149.24,0.8,0.394,80.2,33,59.7
SKU025,47,1422.82,4.4,0.405,75.1,38,54.1
SKU025,48,1931.15,4.5,0.446,79.0,30,75.2
SKU025,49,1941.66,3.9,0.415,73.9,28,70.4
SKU025,50,2010.79,3.5,0.397,77.7,28,65.2
SKU025,51,1085.36,1.3,0.425,80.4,36,72.9
SKU025,52,1348.22,0.8,0.408,71.0,26,52.8
SKU025,53,1325.71,3.0,0.417,81.1,36,64.8
SKU025,54,1417.41,2.0,0.397,74.6,30,53.1
SKU025,55,1015.02,0.9,0.433,77.3,29,71.8
SKU025,56,1105.23,2.3,0.388,80.1,27,69.2
SKU025,57,1520.01,3.8,0.403,70.0,32,70.1
SKU025,58,1560.96,3.5,0.415,71.9,29,54.0
SKU025,59,1516.79,2.0,0.424,79.7,30,61.7
SKU025,60,1717.74,4.6,0.395,79.7,30,61.0
SKU025,61,1147.77,1.2,0.389,75.6,35,58.5
SKU025,62,885.15,1.9,0.405,77.3,28,55.4
SKU025,63,948.23,4.8,0.447,77.0,28,70.0
SKU025,64,1207.28,3.1,0.412,72.9,29,53.0
SKU025,65,812.44,3.9,0.405,79.3,35,64.8
SKU025,66,1349.27,4.1,0.401,80.3,31,61.8
SKU025,67,1731.2,2.7,0.406,78.4,26,61.8
SKU025,68,1655.94,1.0,0.391,75.3,30,74.5
SKU025,69,1021.94,2.0,0.426,76.6,31,68.6
SKU025,70,1613.59,3.8,0.419,75.0,30,54.1
SKU025,71,1089.0,2.7,0.473,77.4,30,54.5
SKU025,72,1479.48,0.9,0.453,79.2,28,56.2
SKU025,73,1320.52,4.2,0.445,73.9,26,72.8
SKU025,74,1599.03,3.5,0.412,78.8,31,56.4
SKU025,75,1556.02,4.4,0.41,70.5,35,73.7
SKU025,76,1092.27,2.1,0.413,73.6,30,61.9
SKU025,77,1113.66,2.2,0.431,71.9,31,71.7
SKU025,78,1609.14,1.3,0.388,75.2,24,61.3
SKU025,79,905.72,2.4,0.423,72.5,24,56.5
SKU025,80,1359.91,2.7,0.428,80.8,26,75.7
SKU025,81,1509.13,3.4,0.428,75.3,29,59.5
SKU025,82,1184.55,1.3,0.407,81.1,32,66.7
SKU025,83,1652.96,1.7,0.394,80.6,30,59.0
SKU025,84,1691.23,3.6,0.418,79.9,31,71.6
SKU025,85,1592.69,4.3,0.387,75.6,27,68.4
SKU025,86,1124.68,4.8,0.42,80.1,32,53.0
SKU025,87,975.94,2.9,0.403,79.2,33,68.1
SKU025,88,1684.54,1.6,0.439,76.1,32,67.1
SKU025,89,1491.93,1.6,0.403,75.9,34,64.9
SKU025,90,836.93,1.0,0.433,79.1,28,58.9
SKU025,91,1078.83,3.8,0.395,77.8,23,58.2
SKU025,92,1107.99,4.1,0.414,70.3,26,67.0
SKU025,93,1562.15,1.3,0.419,75.7,30,63.9
SKU025,94,1097.92,2.1,0.402,69.2,26,66.5
SKU025,95,1223.66,1.1,0.406,79.2,24,75.6
SKU025,96,1702.98,1.0,0.416,78.8,37,72.2
SKU025,97,1490.06,1.0,0.371,70.7,29,70.0
SKU025,98,1064.6,2.0,0.41,72.7,32,57.1
SKU025,99,1642.63,4.6,0.417,70.5,32,53.5
SKU025,100,859.0,2.1,0.435,79.4,29,64.7
SKU025,101,1687.27,2.6,0.4,75.7,34,73.2
SKU025,102,1667.59,1.8,0.364,78.4,30,62.0
SKU025,103,1468.98,4.5,0.398,81.1,27,61.0
SKU025,104,1053.27,2.1,0.39,76.6,29,63.2
SKU025,105,1594.75,3.5,0.377,79.1,28,67.6
SKU025,106,1054.2,4.8,0.418,74.4,37,69.0
SKU025,107,853.16,3.1,0.412,78.7,29,67.9
SKU025,108,967.06,4.9,0.4,71.4,30,74.1
SKU025,109,1764.79,4.1,0.452,73.1,31,64.1
SKU025,110,1327.02,4.2,0.407,73.1,31,63.4
SKU025,111,851.22,1.2,0.367,74.2,29,65.5
SKU025,112,1155.98,2.5,0.445,77.8,28,71.7
SKU025,113,1195.02,1.8,0.4,71.8,33,62.0
SKU025,114,1337.43,3.6,0.378,74.5,32,74.8
SKU025,115,1571.92,2.1,0.412,79.9,29,64.1
SKU025,116,1847.76,2.3,0.406,70.6,33,64.4
SKU025,117,1028.55,3.0,0.408,73.8,29,54.9
